day,tick,ocupacion,staff_disponible,incidentes_mantenimiento,sobreventa_flag,ADR,cancelaciones,nivel_estres_staff,T,K,R,IT
0,26,0.6646536236649341,0.8642824290986816,0,0,121.74833011991471,2,0.13571757090131842,0.45307920255948786,0.8003711945662525,0.9592847287296045,1.0
0,27,0.5891572553820381,0.8512659164886339,0,0,127.87084603742451,5,0.14873408351136608,0.4129879866337693,0.7378913388934042,0.9553797749465902,1.0
0,28,0.5815064471641852,0.8614109625253371,0,0,119.22898290585896,4,0.1385890374746629,0.40433948328837627,0.7200954846388481,0.9584232887576012,1.0
0,29,0.6670575987408323,0.8296797366409225,0,0,119.65470343905191,1,0.17032026335907746,0.46836266458813036,0.8373778620999097,0.9489039209922767,1.0
0,30,0.5964553750969444,0.9241236207621593,3,0,124.73237624573545,3,0.3758763792378408,0.5082237767533029,0.6723317543347851,0.5872370862286478,1.0
0,31,0.6463585543671564,0.877674252396649,0,0,128.56398794323474,4,0.12232574760335102,0.43674543166163426,0.7686843019705074,0.9633022757189947,1.0
0,32,0.6529104359223,0.8428514851084689,1,0,130.83051243175277,1,0.2571485148915311,0.49460566750999246,0.8100589508138312,0.8228554455325406,1.0
0,33,0.7026901026017451,0.925751763360433,1,0,125.1378595091221,3,0.17424823663956704,0.4913133562168739,0.7769383392413122,0.8477255290081299,1.0
0,34,0.6977000881746601,0.9325695625652899,1,0,112.27174785462428,1,0.16743043743471012,0.48559222787868006,0.7651305256093702,0.849770868769587,1.0
0,35,0.6381590696629996,1.0,0,0,101.32734807408252,1,0.0,0.3828954417977998,0.6381590696629996,1.0,1.0
0,36,0.6053439863185388,0.8832591376302633,0,0,112.84696290740033,1,0.11674086236973669,0.409902736739018,0.7220848486882755,0.964977741289079,1.0
0,37,0.6839798874467338,0.9022785919951907,0,0,113.48399652394183,4,0.09772140800480933,0.44947649566996395,0.7817012954515431,0.9706835775985572,1.0
0,38,0.6169106767615806,0.9426216667398112,0,0,112.28180922243244,1,0.05737833326018882,0.3930977393610239,0.6742890100217694,0.9827865000219433,1.0
0,39,0.7330650865304077,0.915888351621856,0,0,103.87772692825476,3,0.084111648378144,0.4734837112695022,0.8171767349085517,0.9747665054865569,1.0
0,40,0.7561078098506318,0.9516232630275574,0,0,112.69258596770347,1,0.0483767369724426,0.47301538069935606,0.8044845468230744,0.9854869789082672,1.0
0,41,0.5860040133368435,0.8881304019396665,0,0,138.72005680472304,2,0.11186959806033347,0.39635024722623946,0.697873611397177,0.9664391205819,1.0
0,42,0.5502519214221175,0.834990357920328,0,0,115.59955513303017,2,0.16500964207967195,0.3961550096851393,0.7152615635017895,0.9504971073760984,1.0
0,43,0.6565370288643045,0.9202487754385262,0,0,129.09738174959816,0,0.07975122456147377,0.4258227071431722,0.7362882534257783,0.9760746326315579,1.0
0,44,0.6398771237084224,0.903044830355858,0,0,121.13517345251248,2,0.09695516964414197,0.42270834208271024,0.7368322933525644,0.9709134491067574,1.0
0,45,0.6831065337260523,0.9343424256382986,0,0,120.70972415639746,3,0.06565757436170139,0.43612694998031193,0.7487641080877537,0.9803027276914896,1.0
0,46,0.6640495933867516,0.8688650240089704,0,0,128.84990467186665,0,0.13113497599102963,0.4508837464284628,0.7951845693777813,0.9606595072026911,1.0
0,47,0.6267735125677516,0.8705317621527895,0,0,128.49602097021025,5,0.1294682378472105,0.42785140267953514,0.7562417504149621,0.9611595286458369,1.0
1,0,0.9275868505232537,0.6789872042072516,2,0,113.30797271818787,5,0.5210127957927484,0.7649572286310516,0.7514003536839978,0.6436961612621754,1.0
1,1,0.9580968658873388,0.7512146509073225,1,1,129.3093408397408,1,0.34878534909267744,0.7143722591694743,0.7931177850199838,0.7953643952721967,0.8
1,2,0.9162083176244221,0.7369856945632316,1,0,102.07954899864785,3,0.3630143054367684,0.6949307127493607,0.8207773769388095,0.7910957083689695,1.0
1,3,0.8776613244105046,0.6800853421908083,0,0,119.91182953754192,2,0.3199146578091917,0.6545626577699795,0.8024240177803037,0.9040256026572425,1.0
1,4,0.9206465727137813,0.6936275447196025,1,0,115.6669659309744,2,0.40637245528039745,0.7149369257404277,0.7729809720058213,0.7780882634158808,1.0
1,5,0.9101911363763734,0.6051915658502676,3,0,105.92536225623445,0,0.6948084341497325,0.824038055485717,0.6950004294738942,0.4915574697550802,1.0
1,6,0.9155453782799002,0.8975356216949553,0,1,119.80983792097311,0,0.10246437830504473,0.590312978289958,0.981990243415055,0.9692606865084866,0.8
1,7,0.8498735317681095,0.6817657398879846,0,0,119.51804514464187,4,0.3182342601120154,0.6372178231056718,0.8318922081198751,0.9045297219663954,1.0
1,8,0.9345071995855556,0.7098779528114164,0,1,122.24092481810416,0,0.2901220471885836,0.6767531386267669,0.7753707532258608,0.912963385843425,0.8
1,9,0.9006296200390898,0.7973627387727564,0,0,120.54350577938571,3,0.20263726122724357,0.6214326765143513,0.8967331187336667,0.939208821631827,1.0
1,10,0.8944534032185245,0.8476309126481103,1,0,98.76104275690193,1,0.2523690873518897,0.6376196768718706,0.9531775094295858,0.8242892737944331,1.0
1,11,0.873712248915962,0.7841755975777159,0,1,138.76170839215885,1,0.21582440242228407,0.6105571103184908,0.9104633486617539,0.9352526792733148,0.8
1,12,0.8339883396489679,0.9331458765854354,2,0,131.79440120721287,2,0.26685412341456466,0.6071346531552065,0.9008424630635326,0.7199437629756306,1.0
1,13,0.8765412173947648,0.7840922198558954,2,0,119.13586493168387,1,0.4159077801441046,0.6922878424945007,0.9075510024611306,0.6752276659567686,1.0
1,14,0.9129694654499847,0.7802348290331642,2,1,116.8697629178356,0,0.4197651709668358,0.7156877476567252,0.8672653635831795,0.6740704487099493,0.8
1,15,0.8200438263731259,0.7620295631711899,0,0,125.14438834058748,2,0.23797043682881014,0.5872144705553995,0.941985736798064,0.928608868951357,1.0
1,16,0.9121166843041556,0.9547398921130238,1,1,140.60747924881986,2,0.14526010788697621,0.6053740537372838,0.9573767921911318,0.8564219676339071,0.8
1,17,0.9877670421221603,0.8989045173884479,0,0,128.77825168480115,0,0.1010954826115521,0.6330984183179169,0.9111374752662876,0.9696713552165344,1.0
1,18,0.9529212243424794,0.5741260513576886,0,0,117.30593165555442,3,0.42587394864231143,0.7421023140624121,0.6212048270152092,0.8722378154073066,1.0
1,19,0.9358771127897981,0.5796617560644846,0,1,119.44452301103381,2,0.42033824393551544,0.729661565248085,0.6437846432746864,0.8738985268193453,0.8
1,20,0.8938544346724273,0.7424696345244877,0,0,108.98748095152888,3,0.25753036547551234,0.6393248069936613,0.8486151998520604,0.9227408903573463,1.0
1,21,0.9243836637461648,0.7053316529309333,0,0,115.24328652031397,1,0.29466834706906675,0.6724975370753256,0.7809479891847685,0.91159949587928,1.0
1,22,0.8282955565383738,0.7308467176086707,0,0,118.98050487520143,2,0.2691532823913293,0.604638646879556,0.9025511610702969,0.9192540152826012,1.0
1,23,0.9021067040870965,0.738767195030917,1,0,117.79030400466777,1,0.36123280496908294,0.6857571444398911,0.8366604909438206,0.7916301585092751,1.0
1,24,1.0,0.7189275735382806,0,0,128.51402092378828,3,0.28107242646171937,0.7124289705846878,0.7189275735382806,0.9156782720614842,1.0
1,25,0.850603207710173,0.9023787410193809,0,0,95.43252943136521,1,0.09762125898061913,0.5494104282183514,0.9482244666907921,0.9707136223058143,1.0
1,26,0.8469368683526705,0.6845626653886985,0,0,122.18222732531096,3,0.3154373346113015,0.6343370548561229,0.837625797036028,0.9053687996166095,1.0
1,27,0.945528206118554,0.9874329403492388,1,0,130.14532692687297,1,0.11256705965076122,0.6123437475314368,0.9580952657693153,0.8662298821047716,1.0
1,28,0.9463088773765821,0.9409416640470131,0,1,106.01432426180858,0,0.05905833595298693,0.591408660807144,0.994632786670431,0.9822824992141039,0.8
1,29,0.9281484618345286,0.7041890097168624,0,0,113.74007069745599,1,0.2958109902831376,0.6752134732139722,0.7760405478823338,0.9112567029150587,1.0
1,30,0.7748620239168893,0.8184642201555169,1,0,114.23228669431667,1,0.2815357798444831,0.5775315262879268,0.9563978037613724,0.815539266046655,1.0
1,31,0.9377695612912879,0.7599332305429226,0,0,127.5138712337179,2,0.2400667694570774,0.6586884445576037,0.8221636692516348,0.9279799691628767,1.0
1,32,0.9139878674893355,0.47590451555402985,0,0,104.75709466830008,1,0.5240954844459702,0.7580309142719893,0.5619166480646944,0.842771354666209,1.0
1,33,0.9398868157289317,1.0,0,0,103.88994390044779,0,0.0,0.5639320894373591,0.9398868157289317,1.0,1.0
1,34,0.950314640460722,0.6923108130476852,0,0,125.29804177915283,2,0.30768918695231484,0.6932644590573591,0.7419961725869632,0.9076932439143055,1.0
1,35,0.972078431032895,0.7669729284390374,0,0,120.8939391914565,3,0.23302707156096258,0.676457887244122,0.7948944974061424,0.9300918785317113,1.0
1,36,0.8702741973637875,0.8088328518460642,0,0,125.43483152963778,3,0.19116714815393576,0.5986313776798469,0.9385586544822767,0.9426498555538193,1.0
1,37,0.9517460463540299,0.7249877398925488,0,0,133.010524331623,2,0.27501226010745117,0.6810525318553984,0.7732416935385189,0.9174963219677646,1.0
1,38,0.9163463686882082,0.7280899471191136,0,0,122.35614558108566,0,0.27191005288088643,0.6585718423652795,0.8117435784309054,0.9184269841357341,1.0
1,39,0.9385432596943484,0.7665194380120577,0,0,125.68936674469641,5,0.23348056198794231,0.6565181806117859,0.8279761783177093,0.9299558314036173,1.0
1,40,0.8454304781353265,0.6682998560739106,1,0,124.78979825746391,2,0.43170014392608935,0.6799383444516316,0.8228693779385842,0.7704899568221732,1.0
1,41,0.9166831052643475,0.8786974963849594,0,0,115.5536244175436,4,0.12130250361504058,0.5985308646046247,0.9620143911206119,0.9636092489154878,1.0
1,42,0.8613105400448213,0.6255345296688583,0,1,102.21279751095722,2,0.37446547033114175,0.6665725121593494,0.7642239896240369,0.8876603589006575,0.8
1,43,0.9748022155744591,0.7680530841805432,1,1,146.4357158339855,5,0.3319469158194568,0.7176600956724581,0.7932508686060841,0.8004159252541629,0.8
1,44,0.9941012248237517,0.8845420046154978,0,1,110.1039517974142,2,0.11545799538450219,0.6426439330480519,0.8904407797917461,0.9653626013846494,0.8
1,45,0.8937106539950176,1.0,0,0,125.23952667107794,2,0.0,0.5362263923970105,0.8937106539950176,1.0,1.0
1,46,0.8493947812369916,0.584514332813423,0,1,107.10039100258946,2,0.415485667186577,0.6758311356168257,0.7351195515764314,0.8753542998440269,0.8
1,47,0.8352460613968192,0.6374580992253112,0,0,118.5096333327047,3,0.36254190077468884,0.646164397147967,0.8022120378284919,0.8912374297675933,1.0
2,0,0.7491403914727305,0.7516669308648123,2,0,120.00699117557174,3,0.4483330691351877,0.6288174625377134,0.9974734606079182,0.6655000792594437,1.0
2,1,0.8079127990476684,0.6885155980516976,1,0,121.55036623595518,5,0.4114844019483024,0.6493414402079221,0.8806027990040292,0.7765546794155093,1.0
2,2,0.8623042596248816,0.49266097675918497,1,1,118.50122033237538,3,0.607339023240815,0.7603181650712549,0.6303567171343034,0.7177982930277556,0.8
2,3,0.8263882380465831,0.7485315996560453,1,0,112.27332857726529,2,0.35146840034395466,0.6364203029655318,0.9221433616094622,0.7945594798968136,1.0
2,4,0.8049372888818668,0.6869654854012791,1,0,117.59674601841866,8,0.41303451459872087,0.6481761791686085,0.8820281965194123,0.7760896456203837,1.0
2,5,0.7812589596225201,0.53302208279316,3,0,137.64686934262718,6,0.76697791720684,0.7755465426562481,0.7517631231706399,0.469906624837948,1.0
2,6,0.8485911345086368,0.6969041749363426,2,0,141.55239538433074,5,0.5030958250636575,0.710393010730645,0.8483130404277058,0.6490712524809028,1.0
2,7,0.8336128642206887,0.5370407014023673,3,0,125.518636553095,6,0.7629592985976328,0.8053514379714664,0.7034278371816786,0.47111221042071016,1.0
2,8,0.7920949254964901,0.7806593247913687,2,0,116.5198691370316,4,0.41934067520863133,0.6429932253813466,0.9885643992948786,0.6741977974374106,1.0
2,9,0.8099279181448147,0.6024126747022667,4,0,130.5364179660784,2,0.7975873252977334,0.8049916810059821,0.792484756557452,0.36072380241068003,1.0
2,10,0.7997331764581669,0.6341231174218643,3,0,119.65011509503039,7,0.6658768825781357,0.7461906589061544,0.8343899409636975,0.5002369352265592,1.0
2,11,0.8885400317817755,0.627286282417513,1,1,117.52481364448495,9,0.4727137175824869,0.72220950610206,0.7387462506357375,0.758185884725254,0.8
2,12,0.7236724069151127,0.6942095092662215,2,0,128.1848473463854,3,0.5057904907337785,0.636519640442579,0.9705371023511088,0.6482628527798664,1.0
2,13,0.8066923827123,0.8129069437535142,3,0,119.19584226291008,2,0.4870930562464858,0.6788526521259743,0.9937854389587858,0.5538720831260542,1.0
2,14,0.7478757562886431,0.8277926829238165,1,0,134.46977884353734,5,0.2722073170761835,0.5576083806036592,0.9200830733648266,0.8183378048771449,1.0
2,15,0.8098277388255788,0.7082283989275424,5,0,130.6548037506535,8,0.7917716010724576,0.8026052837243303,0.8984006601019636,0.2624685196782628,1.0
2,16,0.7327774744482862,0.6081348053515802,1,0,100.6632169889244,5,0.4918651946484198,0.6364125625283397,0.8753573309032939,0.7524404416054741,1.0
2,17,0.7396302084176813,0.9309722755406187,2,1,113.36103086453335,5,0.26902772445938133,0.5513892148343613,0.8086579328770627,0.7192916826621856,0.8
2,18,0.8277688408403454,0.6377129503576716,1,1,134.20504247989854,4,0.46228704964232836,0.6815761243611386,0.8099441095173262,0.7613138851073015,0.8
2,19,0.7714626853125263,0.9357376365032708,1,1,129.37838301566643,8,0.1642623634967292,0.5285825565862075,0.8357250488092555,0.8507212909509813,0.8
2,20,0.7125726507521237,0.5742659699571155,2,0,126.9476103084654,6,0.6257340300428844,0.677837202468428,0.8616933192049918,0.6122797909871347,1.0
2,21,0.7469586602082953,0.7681891489626311,3,1,138.46707325736034,10,0.5318108510373689,0.6608995365399247,0.9787695112456641,0.5404567446887893,0.8
2,22,0.7916440959841573,0.7146713686433322,2,1,120.28744822934817,0,0.48532863135666776,0.6691179101331615,0.923027272659175,0.6544014105929996,0.8
2,23,0.863922593130365,0.7817752695876049,3,0,105.10606940350694,7,0.5182247304123951,0.725643448043177,0.9178526764572399,0.5445325808762814,1.0
2,24,0.7776783192724737,0.7194089992898307,2,0,131.95046628924842,5,0.4805910007101693,0.6588433918475519,0.941730680017357,0.6558226997869492,1.0
2,25,0.7238406547608113,0.856552402923434,2,1,119.34249738927012,5,0.34344759707656597,0.5716834316871131,0.8672882518373772,0.6969657208770301,0.8
2,26,0.81219003568856,0.6435921369263271,3,0,118.85409699692032,6,0.6564078630736729,0.7498771666426052,0.8314021012377671,0.5030776410778981,1.0
2,27,0.8316633751151788,0.5748460575809555,3,1,134.4376460407326,6,0.7251539424190445,0.7890596020367251,0.7431826824657767,0.4824538172742866,0.8
2,28,0.8098260584850736,0.7709003757588512,2,0,113.2360769794073,2,0.42909962424114884,0.6575354847875037,0.9610743172737776,0.6712701127276554,1.0
2,29,0.8900470216455408,0.5408595352503711,2,0,125.64701062536156,4,0.6591404647496288,0.797684398887176,0.6508125136048303,0.6022578605751113,1.0
2,30,0.8392900079325416,0.7425457561784964,1,0,117.36678097386036,6,0.3574542438215036,0.6465557022881264,0.9032557482459548,0.7927637268535489,1.0
2,31,0.779835524901344,0.7208382807947552,0,0,99.58265131575709,1,0.2791617192052448,0.5795660026229044,0.9410027558934112,0.9162514842384266,1.0
2,32,0.7499189995052543,0.6718899707114044,3,0,122.75510562348254,3,0.6281100292885956,0.7011954114185908,0.9219709712061501,0.5115669912134213,1.0
2,33,0.7600727342196909,0.881198012413487,5,1,123.57925728691768,6,0.618801987586513,0.7035644355664197,0.8788747218062039,0.31435940372404614,0.8
2,34,0.7484211876564921,0.647070176245378,4,0,108.72172779498695,2,0.752929823754622,0.7502246420957441,0.8986489885888859,0.3741210528736134,1.0
2,35,0.8282138694013369,0.6742623462576655,4,0,103.3141592612241,5,0.7257376537423346,0.787223383137736,0.8460484768563286,0.3822787038772997,1.0
2,36,0.8539340416715648,0.6961491530499292,2,0,134.76540349725894,5,0.5038508469500709,0.7139007637829673,0.8422151113783644,0.6488447459149788,1.0
2,37,0.8690045677073727,0.6974445929008555,2,0,131.72729019259364,5,0.5025554070991445,0.7224249034640814,0.8284400251934828,0.6492333778702566,1.0
2,38,0.7352659262139547,0.8160826787378519,1,1,104.44101349510105,2,0.2839173212621481,0.554726484233232,0.9191832474761028,0.8148248036213556,0.8
2,39,0.7863802014750096,0.799626681944714,1,0,115.06243416838687,3,0.300373318055286,0.5919774481071202,0.9867535195302957,0.8098880045834143,1.0
2,40,0.8423539504992518,0.822250091488688,5,0,119.28398740585936,3,0.677749908511312,0.7765123337040758,0.9798961409894362,0.29667502744660634,1.0
2,41,0.798138888174508,0.7732640077215579,2,0,119.19283419891417,2,0.4267359922784421,0.6495777298160816,0.97512511954705,0.6719792023164674,1.0
2,42,0.8069671296810632,0.7452534891821334,3,0,131.08182816737516,5,0.5547465108178666,0.7060788821357846,0.9382863595010702,0.53357604675464,1.0
2,43,0.7480047036437235,0.6809317599236653,5,1,122.17432873179723,5,0.8190682400763347,0.776430118216768,0.9329270562799418,0.25427952797709963,0.8
2,44,0.7455203450852674,0.8631125852281871,1,0,119.35861653407008,11,0.23688741477181288,0.5420671729598856,0.8824077598570803,0.8289337755684562,1.0
2,45,0.8164381205151741,0.6849944412967472,1,0,121.25576453471542,5,0.41500555870325273,0.6558650957904055,0.8685563207815732,0.7754983323890242,1.0
2,46,0.7353427338176921,0.6399026036996639,0,0,130.89664865016462,5,0.3600973963003361,0.5852445988107497,0.9045598698819718,0.8919707811098991,1.0
2,47,0.8766989060424784,0.5843255774948051,2,0,104.67204147737655,5,0.6156744225051949,0.7722891126275649,0.7076266714523267,0.6152976732484415,1.0
3,0,0.7373657155999518,0.8696042264850434,1,0,98.11103312215525,0,0.23039577351495658,0.5345777387659537,0.8677614891149084,0.8308812679455131,0.7
3,1,0.7776536638220239,0.7653521592902307,0,0,99.0166037320525,2,0.2346478407097693,0.560451334577122,0.9876984954682068,0.9296056477870692,0.7
3,2,0.7959158303001157,0.7714749698188411,0,0,93.96676434778288,0,0.22852503018115888,0.568959510252533,0.9755591395187254,0.9314424909456523,0.7
3,3,0.6706594142202456,0.8775026049512276,0,0,90.31655545136366,2,0.12249739504877244,0.4513946065516563,0.793156809269018,0.9632507814853682,0.7
3,4,0.6703503133234165,0.8720237368980199,1,0,102.23914134064661,0,0.22797626310198008,0.4934006932348419,0.7983265764253966,0.831607121069406,0.7
3,5,0.8182070214986922,0.8735980666623304,0,0,101.39215408644903,3,0.12640193333766958,0.5414849862342831,0.9446089548363618,0.9620794199986992,0.7
3,6,0.6798697364100154,0.937478837159347,2,0,107.47165224259581,2,0.262521162840653,0.5129303069822704,0.7423908992506684,0.7212436511478041,0.7
3,7,0.7149584160566957,0.8163254687878065,0,0,102.78994162223802,2,0.18367453121219346,0.5024448621188948,0.8986329472688892,0.944897640636342,0.7
3,8,0.7816888440466049,0.8706899548725748,0,0,112.24584437626143,1,0.12931004512742517,0.520737324478933,0.91099888917403,0.9612069864617725,0.7
3,9,0.8311698281149523,0.922974680169176,0,0,83.14689061238059,1,0.07702531983082395,0.529512024801301,0.9081951479457763,0.9768924040507528,0.7
3,10,0.7098162716015135,0.9319558402722034,0,0,109.76383953462103,1,0.06804415972779665,0.45310742685202676,0.7778604313293102,0.979586752081661,0.7
3,11,0.8052024568241677,0.8651342674497993,0,0,94.65851650311903,1,0.13486573255020073,0.5370677671145808,0.9400681893743684,0.9595402802349398,0.7
3,12,0.7209159543025678,0.7992621634653566,0,0,94.13435920437281,1,0.2007378365346434,0.5128447071953981,0.9216537908372112,0.939778649039607,0.7
3,13,0.7401232387151516,0.8189090849746804,0,0,107.01373064839223,3,0.1810909150253196,0.5165103092392188,0.9212141537404712,0.9456727254924041,0.7
3,14,0.8113834496236646,0.7895179490654397,1,0,116.72572386837703,1,0.31048205093456027,0.6110228901480228,0.9781344994417751,0.8068553847196319,0.7
3,15,0.7709509504683023,0.8779163456260861,0,0,100.76005391412411,2,0.12208365437391389,0.511404032030547,0.8930346048422162,0.9633749036878259,0.7
3,16,0.744438696932565,0.8048046179267605,1,0,110.9131012059427,2,0.2951953820732395,0.5647413709888348,0.9396340790058045,0.8114413853780281,0.7
3,17,0.7804569060453589,0.8536498377986679,1,0,107.80078179716583,1,0.24635016220133213,0.5668142085077481,0.926807068246691,0.8260949513396003,0.7
3,18,0.7236265338193072,0.8680838292711828,1,0,89.29405661764397,1,0.23191617072881723,0.5269423885831113,0.8555427045481244,0.8304251487813548,0.7
3,19,0.7055126949106716,0.8543593202103215,0,0,107.08089121856676,2,0.14564067978967854,0.48156388886227436,0.8511533747003501,0.9563077960630965,0.7
3,20,0.7918161861497776,0.8515633438624337,0,0,100.81829358547564,5,0.1484366561375663,0.534464374144893,0.9402528422873438,0.9554690031587301,0.7
3,21,0.7450555173404428,0.8412520121652296,0,0,92.44254840507155,4,0.1587479878347704,0.5105325055381739,0.9038035051752132,0.9523756036495689,0.7
3,22,0.7487486520627428,0.8908883149600143,0,0,93.49586965290007,2,0.1091116850399857,0.49289386525364,0.8578603371027285,0.9672664944880043,0.7
3,23,0.7764846566452721,0.8195243898920358,0,0,98.13028697014553,0,0.1804756101079642,0.5380810380303489,0.9569602667532363,0.9458573169676108,0.7
3,24,0.7528324962448554,0.8764846377178365,1,0,100.6447441481012,1,0.22351536228216354,0.5411056426597787,0.8763478585270189,0.832945391315351,0.7
3,25,0.6512266716823064,0.7895152628579446,0,0,105.99928729996205,1,0.2104847371420554,0.474929897866206,0.8617114088243618,0.9368545788573834,0.7
3,26,0.7155666622518528,0.8468671521898777,1,0,94.36350972573658,0,0.25313284781012224,0.5305931364751606,0.8686995100619751,0.8240601456569634,0.7
3,27,0.7294534421850408,0.819329866822953,0,0,96.97530313511872,0,0.18067013317704705,0.5099401185818433,0.9101235753620879,0.9457989600468859,0.7
3,28,0.7580286990524933,0.8501523010076707,1,0,109.49554135441323,2,0.2498476989923293,0.5547562990284277,0.9078763980448226,0.8250456903023012,0.7
3,29,0.6757551015775048,0.8435746259572097,0,0,109.89369438282131,2,0.15642537404279033,0.46802321056361906,0.8321804756202952,0.9530723877871629,0.7
3,30,0.7939321754863021,0.8881099200396105,0,0,94.2348959927328,0,0.11189007996038947,0.5211153372759371,0.9058222554466916,0.9664329760118832,0.7
3,31,0.6204478853927545,0.8931550113085316,0,0,92.03559818940421,1,0.10684498869146841,0.41500672671224004,0.7272928740842229,0.9679465033925595,0.7
3,32,0.7492345075413502,0.8789645749800544,0,0,80.39841991706169,1,0.12103542501994558,0.4979548745327884,0.8702699325612958,0.9636893724940163,0.7
3,33,0.8530279308308026,0.7903470022544882,0,0,99.59911487343446,2,0.20965299774551183,0.5956779575966863,0.9373190714236855,0.9371041006763464,0.7
3,34,0.706258980996194,0.7361813245703999,1,0,111.42326454538352,1,0.3638186754296001,0.5692828587695564,0.9700776564257941,0.79085439737112,0.7
3,35,0.6939588817239807,0.8455828670495452,0,0,109.21349602986496,4,0.15441713295045478,0.47814218221457033,0.8483760146744355,0.9536748601148636,0.7
3,36,0.6904354930356097,0.8531342698443436,0,0,120.13387247526623,0,0.1468657301556564,0.47300758788362834,0.8373012231912661,0.9559402809533031,0.7
3,37,0.7568267665541368,0.8618480707856021,0,0,95.45179684111547,0,0.1381519292143979,0.5093568316182413,0.8949786957685347,0.9585544212356807,0.7
3,38,0.7098753633394176,0.9149405662423525,0,0,112.00413907944426,1,0.08505943375764746,0.4599489915067095,0.794934797097065,0.9744821698727058,0.7
3,39,0.7171552860514302,0.9092852077331498,0,0,107.18953310665067,0,0.0907147922668502,0.4665790885375982,0.8078700783182804,0.972785562319945,0.7
